title,review,vote
Popeye,"You wonder how on earth Altman did it; equally often, you feel you are watching a wacky masterpiece, the like of which you've never seen before.",fresh
Popeye,He takes one of the most artificial and limiting of art forms -- the comic strip -- and raises it to the level of high comedy and high spirits.,fresh
Popeye,"A thoroughly charming, immensely appealing mess of a movie, often high-spirited and witty, occasionally pretentious and flat, sometimes robustly funny and frequently unintelligible.",fresh
The Rescuers Down Under,This sort-of sequel to the 1977 hit The Rescuers boasts reasonably solid production values and fine character voices. Too bad they're set against such a mediocre story that adults may duck.,rotten
The Rescuers Down Under,"As for the animation, computer technology invests contemporary features with sometimes breathtaking dynamism, but outback flora being what it is, this isn't the most colourful Disney movie.",rotten
The Rescuers Down Under,"The film's direction, by Hendel Butoy and Mike Gabriel, is spectacularly inventive even when not fully appropriate to either the film's subject or the very young viewers it can be expected to attract.",rotten
The Rescuers Down Under,A gorgeously drawn myth made for plucky children and very brave mice.,fresh
The Rescuers Down Under,"The flight sequence and many of the other action scenes in this new Disney animated feature create an exhilaration and freedom that are liberating. And the rest of the story is fun, too.",fresh
The Rescuers Down Under,"Carries its ambitions with an easy grace, expanding the art of animation to fresh ground without losing sight of the silly fun we love cartoons for.",fresh
The Rescuers,"Four years of work were invested on this $7.5 million production and the expense, care, and expertise shows.",fresh
The Rescuers,"The people who really need rescuing are the Disney animators and storymen, who seem uncertain whether to keep up the old studio traditions of cute characters and plush settings, or to branch out into contemporary urban satire.",rotten
The Rescuers,"Efficiently short, charming, mildly scary in unimportant ways, and occasionally very funny.",fresh
The Rescuers,"The Walt Disney animators returned to top form with this beautifully crafted and wonderfully expressive cartoon feature, the first major work to come out of the Disney studios in a decade.",fresh
Race to Witch Mountain,Race to Witch Mountain is the first kids' film in ages to have action beats that measure up to Hollywood's grownup action fare.,fresh
Race to Witch Mountain,"It's pacy all right, but glib and uninvolving for grown-ups, though perhaps furnished with enough in the way of spaceships, lasers and digital explosions to pacify undemanding little 'uns of an afternoon.",rotten
Race to Witch Mountain,"The planet-hopping children have special talents -- telekinesis, telepathy etc. -- although it is the high-wattage lovability of Mr. Rock that's the real superpower on display here.",fresh
Race to Witch Mountain,These blond space children (Ludwig and Bridge to Terabithia's Robb) are persuasively otherworldly -- and the movie makes room for sympathetic cameos from Kim Richards and Ike Eisenmann of the first go-round.,fresh
Race to Witch Mountain,There is so much in this film that needed to be tweaked and enhanced to really make it special.,rotten
Race to Witch Mountain,I think most kids and certainly most adults are going to find themselves bored.,rotten
Race to Witch Mountain,"The movie has Johnson, who lifts the script above its conventional cat-and-mouse stratagems with his buoyant wiseacre timing.",fresh
Race to Witch Mountain,"Wow, when Disney misses the 'reimagining' mark, it really misses.",rotten
Race to Witch Mountain,"This is not a story that cries out to be remade every 15-20 years. And, while the special effects and acting are getting better, the story isn't.",rotten
Race to Witch Mountain,"For all that energy, the film never really goes into orbit.",rotten
Race to Witch Mountain,Bears all the signs of having been composed by an inferior race of alien screenwriters from the Hackulon System.,rotten
Race to Witch Mountain,"A fast and furious wild ride of a movie in which the good guys are good, the bad guys are good and the car chases are pretty spectacular.",fresh
Race to Witch Mountain,"It's a fast, funny, frightening and family-friendly movie, an affectionate tribute to the original, and a vintage thrill ride enhanced by modern visual trickery, crazy characters -- and a soupcon of skepticism.",fresh
Race to Witch Mountain,A couple of 10-year-old boys all hopped up on concession-stand soda would be ideal companions for Disney's latest: Race to Witch Mountain.,rotten
Race to Witch Mountain,"Race to Witch Mountain isn't magic, but it moves.",fresh
Race to Witch Mountain,"Although Race to Witch Mountain is about space travelers, little soars here. The film is so by-the-book (and we don't mean Key's 1968 novel) that it's hard to recount it without reverting to blahblahblah.",rotten
Race to Witch Mountain,"Modest and diverting, rough and bland, with some good (if not quite Bette Davis caliber) actors and so-so special effects.",rotten
Return to Oz,Any movie in which a Midwestern prairie actually looks more attractive and more interesting than the enchanted land over the rainbow is in big trouble.,rotten
Return to Oz,"It's bleak, creepy, and occasionally terrifying.",fresh
Return to Oz,"Despite the presence of Billina the talking hen, the emphasis on insecurity and peril harks back to the treat-'em-rough days of children's fiction, and the disturbing/comforting ratio tilts conclusively towards the former.",rotten
Return to Oz,"The work of ingenious technicians who seem either not to know what gave the original film its magic, or not to care.",rotten
The Rocketeer,"A piece of blandly enthusiastic, B-movie pulp.",rotten
The Rocketeer,"This $40 million adventure fantasy puts a shiny polish on familiar elements: airborne hero, damsel in distress, Nazi villains, 1930s Hollywood glamor, and dazzling special effects.",fresh
The Rocketeer,"The whole thing is good-natured enough, but increasingly mechanical.",rotten
The Rocketeer,"Neat idea, peachy visuals, but there ain't much else to grip the imagination.",rotten
The Rocketeer,"Plenty of energy has gone into making this a bustling, visually clever film with an amusing late-1930's stylishness, but the purpose of such effort is uncertain.",rotten
The Rocketeer,The film is awash in all kinds of surprises that are too juicy to reveal.,fresh
The Rocketeer,"The Rocketeer may not be perfect, but it's an excellent example of how to adapt a comic book to the screen.",fresh
